chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr17	13399005	13505244	-	9955	HS3ST3A1	613	2.40539339E-1	DAVIES_SUCCESS
chr17	13927814	13928915	+	94158	CDRT15P1	299	8.18684459E-1	DAVIES_SUCCESS
chr17	13932608	13972775	-	100874058	COX10-AS1	367	5.57747508E-1	DAVIES_SUCCESS
chr17	13972718	14111996	+	1352	COX10	543	1.37707364E-1	DAVIES_SUCCESS
chr17	14139172	14140150	-	146822	CDRT15	264	2.49233386E-1	DAVIES_SUCCESS
chr17	14204505	14249492	+	9953	HS3ST3B1	345	2.12420171E-1	DAVIES_SUCCESS
chr17	14207056	14209062	+	84815	MGC12916	254	2.83581396E-1	DAVIES_SUCCESS
chr17	14934291	14935274	+	94150	CDRT7	382	9.49409718E-1	DAVIES_SUCCESS
chr17	15133095	15168644	-	5376	PMP22	257	9.98489143E-1	DAVIES_SUCCESS
chr17	15154943	15155013	-	100616125	MIR4731	181	9.9738677E-1	DAVIES_SUCCESS
chr17	15207128	15244958	-	64518	TEKT3	288	5.51606199E-1	DAVIES_SUCCESS
chr17	15339331	15466945	-	100533496	TVP23C-CDRT4	523	9.49715524E-1	DAVIES_SUCCESS
chr17	15405577	15466945	-	201158	TVP23C	370	8.24471616E-1	DAVIES_SUCCESS
chr17	15474804	15587613	-	10626	TRIM16	404	9.8872929E-1	DAVIES_SUCCESS
chr17	15491976	15523018	-	374286	CDRT1	245	9.37755972E-1	DAVIES_SUCCESS
chr17	15602890	15624100	+	57335	ZNF286A	231	9.98531E-1	DAVIES_SUCCESS
chr17	15635590	15649479	+	353149	TBC1D26	249	9.97253431E-1	DAVIES_SUCCESS
chr17	15668016	15669003	+	644694	CDRT15P2	192	9.97905238E-1	DAVIES_SUCCESS
chr17	15690163	15693019	+	4213	MEIS3P1	179	9.94923215E-1	DAVIES_SUCCESS
chr17	15848230	15879210	+	136	ADORA2B	171	1.53626556E-1	DAVIES_SUCCESS
chr17	15879874	15903006	-	125150	ZSWIM7	148	8.44933652E-2	DAVIES_SUCCESS
chr17	15902693	15932723	+	54902	TTC19	162	7.53616239E-2	DAVIES_SUCCESS
chr17	15933407	16118874	-	9611	NCOR1	291	1.0374017E-1	DAVIES_SUCCESS
chr17	16120508	16229573	+	9487	PIGL	200	8.59965679E-2	DAVIES_SUCCESS
chr17	16185327	16185402	+	100302124	MIR1288	94	9.11442062E-2	DAVIES_SUCCESS
chr17	16245847	16256812	-	201161	CENPV	124	1.05722888E-1	DAVIES_SUCCESS
chr17	16284366	16286054	+	7314	UBB	138	1.81022254E-1	DAVIES_SUCCESS
chr17	16318855	16340317	+	51393	TRPV2	254	4.09773546E-1	DAVIES_SUCCESS
chr17	16342300	16373962	+	125144	C17orf76-AS1	315	3.45920974E-1	DAVIES_SUCCESS
chr17	16342822	16342870	+	692087	SNORD49B	242	3.8390278E-1	DAVIES_SUCCESS
chr17	16343349	16343420	+	26800	SNORD49A	240	3.7955414E-1	DAVIES_SUCCESS
chr17	16344539	16344612	+	692106	SNORD65	238	3.76520134E-1	DAVIES_SUCCESS
chr17	16345318	16395505	-	388341	FAM211A	334	2.26471312E-1	DAVIES_SUCCESS
chr17	16453630	16472520	-	57336	ZNF287	220	1.7748525E-1	DAVIES_SUCCESS
chr17	16524047	16557167	-	57547	ZNF624	314	7.16372406E-1	DAVIES_SUCCESS
chr17	16593638	16678311	+	9720	CCDC144A	232	7.0043936E-1	DAVIES_SUCCESS
chr17	16614992	16707819	+	162632	USP32P1	200	5.22027484E-1	DAVIES_SUCCESS
chr17	16692056	16693815	+	100129396	FAM106CP	92	4.15734982E-1	DAVIES_SUCCESS
chr17	16733796	16736147	-	400578	KRT16P2	198	5.93304181E-1	DAVIES_SUCCESS
chr17	16832848	16875402	-	23495	TNFRSF13B	487	2.5183693E-1	DAVIES_SUCCESS
chr17	16946073	17095962	+	23164	MPRIP	364	7.71736595E-1	DAVIES_SUCCESS
chr17	17104308	17140502	-	201164	PLD6	252	3.38238528E-1	DAVIES_SUCCESS
chr17	17115526	17140502	-	201163	FLCN	240	3.19792427E-1	DAVIES_SUCCESS
chr17	17149937	17184617	-	8533	COPS3	319	4.25350784E-1	DAVIES_SUCCESS
chr17	17206679	17250977	+	56953	NT5M	322	6.13684012E-1	DAVIES_SUCCESS
chr17	17322657	17326728	+	140776	SMCR9	168	4.93309172E-2	DAVIES_SUCCESS
chr17	17380299	17396534	+	55090	MED9	243	4.266444E-2	DAVIES_SUCCESS
chr17	17397752	17399709	-	51655	RASD1	192	3.33916064E-2	DAVIES_SUCCESS
chr17	17408876	17495017	-	10400	PEMT	419	3.2964388E-2	DAVIES_SUCCESS
chr17	17584786	17714765	+	10743	RAI1	301	1.68457665E-2	DAVIES_SUCCESS
chr17	17679999	17682843	-	140771	SMCR5	101	5.7550483E-2	DAVIES_SUCCESS
chr17	17714662	17740325	-	6720	SREBF1	127	1.9389631E-2	DAVIES_SUCCESS
chr17	17717149	17717245	-	693120	MIR33B	109	2.67520274E-2	DAVIES_SUCCESS
chr17	17746821	17875784	-	146691	TOM1L2	249	6.00420774E-3	DAVIES_SUCCESS
chr17	17876126	17920189	+	83450	LRRC48	171	5.03762703E-3	DAVIES_SUCCESS
chr17	17918372	17942480	-	91647	ATPAF2	155	7.37418763E-3	DAVIES_SUCCESS
chr17	17942610	17971718	+	79018	GID4	178	7.11834883E-3	DAVIES_SUCCESS
chr17	17991180	18011299	+	1819	DRG2	194	6.78365797E-3	DAVIES_SUCCESS
chr17	18012019	18083116	+	51168	MYO15A	307	3.85293259E-2	DAVIES_SUCCESS
chr17	18086866	18113267	+	54890	ALKBH5	229	5.96242012E-1	DAVIES_SUCCESS
chr17	18128935	18148188	+	3996	LLGL1	223	7.69451437E-1	DAVIES_SUCCESS
chr17	18148130	18162230	-	2314	FLII	212	8.10426926E-1	DAVIES_SUCCESS
chr17	18163847	18169095	+	125170	SMCR7	191	8.51600785E-1	DAVIES_SUCCESS
chr17	18177234	18218321	-	7156	TOP3A	303	8.33140348E-1	DAVIES_SUCCESS
chr17	18218593	18231370	+	140775	SMCR8	263	7.54655933E-1	DAVIES_SUCCESS
chr17	18231186	18266856	-	6470	SHMT1	310	4.02212652E-1	DAVIES_SUCCESS
chr17	18281078	18292960	+	645027	EVPLL	204	2.0363119E-1	DAVIES_SUCCESS
chr17	18325494	18328647	+	339240	LOC339240	87	4.43379742E-2	DAVIES_SUCCESS
chr17	18343221	18346208	+	729252	KRT16P1	37	5.385039E-2	DAVIES_SUCCESS
chr17	18380098	18398259	+	654346	LGALS9C	5	7.06128209E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr17	18414575	18445234	-	220594	USP32P2	16	5.97921457E-1	DAVIES_SUCCESS
chr17	18427879	18430160	-	80039	FAM106A	8	5.93932691E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr17	18441114	18528930	-	284047	CCDC144B	104	3.80290754E-1	DAVIES_SUCCESS
chr17	18538841	18547740	-	254272	TBC1D28	156	3.016729E-1	DAVIES_SUCCESS
chr17	18561741	18585572	-	729288	ZNF286B	215	1.78945632E-1	DAVIES_SUCCESS
chr17	18569235	18576494	-	2310	FOXO3B	189	1.53294181E-1	DAVIES_SUCCESS
chr17	18601310	18639431	+	147166	TRIM16L	298	2.60831628E-1	DAVIES_SUCCESS
chr17	18647325	18682662	+	10517	FBXW10	269	2.72824421E-1	DAVIES_SUCCESS
chr17	18684581	18710026	+	51030	TVP23B	237	3.41039734E-1	DAVIES_SUCCESS
chr17	18759611	18834599	+	5636	PRPSAP2	384	8.47618028E-2	DAVIES_SUCCESS
chr17	18853988	18924004	+	125206	SLC5A10	226	4.06920065E-2	DAVIES_SUCCESS
chr17	18874380	18908060	-	644815	FAM83G	158	9.44754697E-2	DAVIES_SUCCESS
chr17	18923989	18950336	-	10750	GRAP	65	6.61247695E-1	DAVIES_SUCCESS
chr17	19030781	19062148	+	400581	GRAPL	2	8.65106732E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr17	19140689	19240028	+	22905	EPN2	100	5.16496147E-1	DAVIES_SUCCESS
chr17	19174705	19177701	+	100874309	EPN2-IT1	57	6.2138784E-1	DAVIES_SUCCESS
chr17	19199908	19209574	-	100874018	EPN2-AS1	75	5.55165897E-1	DAVIES_SUCCESS
chr17	19240866	19281495	-	27077	B9D1	94	4.85429715E-1	DAVIES_SUCCESS
chr17	19247818	19247887	-	100302256	MIR1180	70	4.41135963E-1	DAVIES_SUCCESS
chr17	19281033	19286857	+	5598	MAPK7	66	4.2944936E-1	DAVIES_SUCCESS
chr17	19286754	19290532	-	4239	MFAP4	62	4.69626887E-1	DAVIES_SUCCESS
chr17	19314490	19320589	+	7732	RNF112	65	5.85207151E-1	DAVIES_SUCCESS
chr17	19437166	19482346	+	55244	SLC47A1	208	7.66226524E-1	DAVIES_SUCCESS
chr17	19460872	19461024	+	677885	SNORA59A	157	8.69695563E-1	DAVIES_SUCCESS
chr17	19552063	19580908	+	224	ALDH3A2	191	3.87982094E-1	DAVIES_SUCCESS
chr17	19581627	19622292	-	146802	SLC47A2	212	5.26151872E-1	DAVIES_SUCCESS
chr17	19641297	19651746	-	218	ALDH3A1	143	6.88529562E-1	DAVIES_SUCCESS
chr17	19674142	19771239	-	9706	ULK2	154	8.50413617E-1	DAVIES_SUCCESS
chr17	19807764	19881169	-	11216	AKAP10	208	9.31533808E-1	DAVIES_SUCCESS
chr17	19912648	20218072	+	92521	SPECC1	719	8.83330483E-1	DAVIES_SUCCESS
chr17	20224486	20305504	+	348254	CCDC144CP	231	8.14474645E-1	DAVIES_SUCCESS
chr17	20353175	20370848	-	284194	LGALS9B	87	9.501763E-1	DAVIES_SUCCESS
chr17	20404826	20407811	-	644945	KRT16P3	69	9.71320509E-1	DAVIES_SUCCESS
chr17	20483036	20484224	+	256223	CDRT15L2	73	8.6063079E-1	DAVIES_SUCCESS
chr17	20615758	20641178	+	100287072	LOC100287072	161	7.29766655E-2	DAVIES_SUCCESS
chr17	20766707	20799453	-	339184	CCDC144NL	256	6.59856244E-1	DAVIES_SUCCESS
chr17	20902905	20947073	-	23326	USP22	380	6.94967862E-1	DAVIES_SUCCESS
chr17	21030240	21095285	+	25979	DHRS7B	207	2.48998059E-1	DAVIES_SUCCESS
chr17	21101262	21117908	-	8834	TMEM11	156	2.08885956E-1	DAVIES_SUCCESS
chr17	21142183	21156578	-	256302	C17orf103	155	3.35871045E-1	DAVIES_SUCCESS
chr17	21187967	21218551	+	5606	MAP2K3	127	4.54001929E-1	DAVIES_SUCCESS
chr17	21279698	21323179	+	3768	KCNJ12	90	6.62676516E-1	DAVIES_SUCCESS
chr17	21431570	21477731	-	339263	C17orf51	154	9.06937165E-2	DAVIES_SUCCESS
chr17	21825369	21826499	+	284123	FAM27L	152	3.97248411E-1	DAVIES_SUCCESS
chr17	21904061	21913070	+	284124	FLJ36000	156	3.22753745E-1	DAVIES_SUCCESS
chr17	22022436	22023991	+	100462977	MTRNR2L1	150	7.69102144E-1	DAVIES_SUCCESS
chr17	25620935	25621022	-	100616277	MIR4522	121	2.00934968E-2	DAVIES_SUCCESS
chr17	25621105	25640645	+	26118	WSB1	158	1.53001811E-2	DAVIES_SUCCESS
chr17	25744715	25758649	+	440419	TBC1D3P5	269	4.03516752E-1	DAVIES_SUCCESS
chr17	25799035	25950718	+	8844	KSR1	486	9.54045298E-1	DAVIES_SUCCESS
chr17	25958173	25976586	+	3965	LGALS9	263	9.74593861E-1	DAVIES_SUCCESS
chr17	26083791	26220409	-	4843	NOS2	417	3.97384645E-1	DAVIES_SUCCESS
chr17	26205339	26220409	-	201229	LYRM9	139	1.22773939E-1	DAVIES_SUCCESS
chr17	26369687	26523404	+	51701	NLK	127	6.26076952E-2	DAVIES_SUCCESS
chr17	26553588	26555085	+	23615	PYY2	76	2.06986051E-1	DAVIES_SUCCESS
chr17	26574469	26575315	+	23614	PPY2	84	2.63811896E-1	DAVIES_SUCCESS
chr17	26603011	26634408	-	284085	KRT18P55	121	4.30306846E-1	DAVIES_SUCCESS
chr17	26646120	26655711	+	27346	TMEM97	105	6.33265304E-1	DAVIES_SUCCESS
chr17	26655350	26662515	-	90410	IFT20	110	6.3653439E-1	DAVIES_SUCCESS
chr17	26658151	26674035	+	7126	TNFAIP1	131	6.60815138E-1	DAVIES_SUCCESS
chr17	26673658	26684603	-	26073	POLDIP2	126	6.50009197E-1	DAVIES_SUCCESS
chr17	26684686	26728065	+	23098	SARM1	157	7.44425114E-1	DAVIES_SUCCESS
chr17	26687676	26687757	+	100616388	MIR4723	114	6.32973988E-1	DAVIES_SUCCESS
chr17	26691289	26692265	-	645832	SEBOX	120	6.19541262E-1	DAVIES_SUCCESS
chr17	26694298	26697373	-	7448	VTN	128	6.29384664E-1	DAVIES_SUCCESS
chr17	26721660	26733230	-	113235	SLC46A1	127	7.58491197E-1	DAVIES_SUCCESS
chr17	26800663	26824798	+	9058	SLC13A2	180	4.20600379E-1	DAVIES_SUCCESS
chr17	26833277	26865175	+	8456	FOXN1	178	3.58660497E-1	DAVIES_SUCCESS
chr17	26873724	26879646	-	9094	UNC119	97	1.31303094E-1	DAVIES_SUCCESS
chr17	26880405	26898887	-	94005	PIGS	95	1.32892807E-1	DAVIES_SUCCESS
chr17	26900132	26903951	-	230	ALDOC	65	2.74578482E-1	DAVIES_SUCCESS
chr17	26904582	26926056	-	10615	SPAG5	68	2.65564283E-1	DAVIES_SUCCESS
chr17	26907026	26941211	-	124923	SGK494	64	3.03785267E-1	DAVIES_SUCCESS
chr17	26926150	26944395	+	100506436	SPAG5-AS1	42	3.43076963E-1	DAVIES_SUCCESS
chr17	26941457	26972177	-	9703	KIAA0100	54	4.96468317E-1	DAVIES_SUCCESS
chr17	26975373	26989207	-	6388	SDF2	53	5.52732497E-1	DAVIES_SUCCESS
chr17	26989301	27029249	+	6830	SUPT6H	82	5.99337683E-1	DAVIES_SUCCESS
chr17	27030533	27038872	-	147011	PROCA1	81	5.06143828E-1	DAVIES_SUCCESS
chr17	27041298	27045286	-	83871	RAB34	84	4.68093345E-1	DAVIES_SUCCESS
chr17	27043010	27044908	-	100861437	NARR	83	4.75114861E-1	DAVIES_SUCCESS
chr17	27046999	27051374	+	6147	RPL23A	90	4.33525236E-1	DAVIES_SUCCESS
chr17	27047567	27047634	+	26808	SNORD42B	83	4.49149337E-1	DAVIES_SUCCESS
chr17	27049599	27049671	+	26773	SNORD4A	86	4.49182927E-1	DAVIES_SUCCESS
chr17	27050446	27050509	+	26809	SNORD42A	86	4.62283824E-1	DAVIES_SUCCESS
chr17	27050698	27050772	+	26772	SNORD4B	87	4.549177E-1	DAVIES_SUCCESS
chr17	27051365	27053949	-	116238	TLCD1	91	4.26155194E-1	DAVIES_SUCCESS
chr17	27055831	27069784	+	284086	NEK8	108	3.4622863E-1	DAVIES_SUCCESS
chr17	27071022	27077976	+	9618	TRAF4	107	2.73387966E-1	DAVIES_SUCCESS
chr17	27082995	27169841	-	55731	FAM222B	213	2.07521388E-1	DAVIES_SUCCESS
chr17	27182042	27188072	+	26284	ERAL1	116	1.77695489E-1	DAVIES_SUCCESS
chr17	27188386	27188458	-	574411	MIR451A	112	1.79888869E-1	DAVIES_SUCCESS
chr17	27188388	27188456	+	100616273	MIR451B	112	1.79888869E-1	DAVIES_SUCCESS
chr17	27188550	27188636	-	406936	MIR144	111	1.80321504E-1	DAVIES_SUCCESS
chr17	27188672	27188748	-	100616385	MIR4732	111	1.80321504E-1	DAVIES_SUCCESS
chr17	27206356	27224715	-	2319	FLOT2	109	1.99695158E-1	DAVIES_SUCCESS
chr17	27224798	27230089	-	147015	DHRS13	91	2.45122288E-1	DAVIES_SUCCESS
chr17	27232270	27278508	-	57649	PHF12	136	2.39354289E-1	DAVIES_SUCCESS
chr17	27281946	27333458	-	124925	SEZ6	147	2.21050173E-1	DAVIES_SUCCESS
chr17	27369917	27384236	+	51268	PIPOX	147	2.61870544E-2	DAVIES_SUCCESS
chr17	27400527	27507407	-	399687	MYO18A	259	1.13943777E-1	DAVIES_SUCCESS
chr17	27400538	27402627	-	9220	TIAF1	134	2.89734158E-2	DAVIES_SUCCESS
chr17	27573874	27581502	+	1411	CRYBA1	176	7.35005992E-1	DAVIES_SUCCESS
chr17	27582853	27621166	-	57532	NUFIP2	224	7.77543224E-1	DAVIES_SUCCESS
chr17	27717679	27717748	+	100616122	MIR4523	180	3.59750856E-1	DAVIES_SUCCESS
chr17	27717942	27878921	+	57551	TAOK1	391	3.36753568E-1	DAVIES_SUCCESS
chr17	27887688	27894042	-	116236	ABHD15	117	4.83631842E-1	DAVIES_SUCCESS
chr17	27895738	27900175	+	90313	TP53I13	109	5.43531818E-1	DAVIES_SUCCESS
chr17	27900486	27916610	-	28964	GIT1	113	5.98867029E-1	DAVIES_SUCCESS
chr17	27916800	27941779	+	124930	ANKRD13B	95	8.3775641E-1	DAVIES_SUCCESS
chr17	27941773	27948441	-	84940	CORO6	73	9.30207629E-1	DAVIES_SUCCESS
chr17	27952964	28257018	-	85464	SSH2	298	8.84084259E-1	DAVIES_SUCCESS
chr17	28256873	28435470	+	374786	EFCAB5	234	7.19255862E-1	DAVIES_SUCCESS
chr17	28443824	28513493	+	84081	NSRP1	182	7.26059376E-1	DAVIES_SUCCESS
chr17	28444096	28444190	+	494335	MIR423	102	7.58504267E-1	DAVIES_SUCCESS
chr17	28444103	28444178	-	100423003	MIR3184	102	7.58504267E-1	DAVIES_SUCCESS
chr17	28521336	28562986	-	6532	SLC6A4	180	6.75707179E-1	DAVIES_SUCCESS
chr17	28575212	28619184	-	642	BLMH	194	5.32578028E-1	DAVIES_SUCCESS
chr17	28643365	28661065	-	388364	TMIGD1	156	5.13654279E-1	DAVIES_SUCCESS
chr17	28705941	28796675	+	1362	CPD	215	4.58000542E-1	DAVIES_SUCCESS
chr17	28804425	28853832	+	9527	GOSR1	177	4.04817506E-1	DAVIES_SUCCESS
chr17	28886041	28890509	+	26083	TBC1D29	161	4.47698656E-1	DAVIES_SUCCESS
chr17	28903482	28992716	+	147172	LRRC37BP1	273	5.1987299E-1	DAVIES_SUCCESS
chr17	28951335	28953825	+	6459	SH3GL1P2	118	5.08938754E-1	DAVIES_SUCCESS
chr17	29036625	29097068	+	440423	SUZ12P1	467	3.20023458E-1	DAVIES_SUCCESS
chr17	29109701	29151778	-	51379	CRLF3	466	3.36894821E-1	DAVIES_SUCCESS
chr17	29159022	29222295	+	79915	ATAD5	343	5.05032407E-1	DAVIES_SUCCESS
chr17	29226000	29233286	-	79736	TEFM	154	8.70096148E-1	DAVIES_SUCCESS
chr17	29248753	29286211	+	55803	ADAP2	127	8.80206516E-1	DAVIES_SUCCESS
chr17	29297955	29326929	+	84282	RNF135	34	6.71599496E-1	DAVIES_SUCCESS
chr17	29302352	29303017	+	503645	DPRXP4	27	5.01839043E-1	DAVIES_SUCCESS
chr17	29421367	29421443	-	100616266	MIR4733	82	4.34698615E-2	DAVIES_SUCCESS
chr17	29421944	29708905	+	4763	NF1	417	6.05271313E-2	DAVIES_SUCCESS
chr17	29621667	29624380	-	4974	OMG	102	7.69369429E-2	DAVIES_SUCCESS
chr17	29630787	29641130	-	2124	EVI2B	106	9.04445746E-2	DAVIES_SUCCESS
chr17	29643427	29648767	-	2123	EVI2A	103	9.97935082E-2	DAVIES_SUCCESS
chr17	29718641	29865232	+	84440	RAB11FIP4	531	3.72386368E-1	DAVIES_SUCCESS
chr17	29861900	29861989	+	100616248	MIR4724	296	3.52314054E-1	DAVIES_SUCCESS
chr17	29887014	29887102	+	406968	MIR193A	288	3.55666747E-1	DAVIES_SUCCESS
chr17	29902287	29902377	+	100616449	MIR4725	281	3.83753272E-1	DAVIES_SUCCESS
chr17	29902429	29902540	+	100126356	MIR365B	280	3.81213422E-1	DAVIES_SUCCESS
chr17	30178883	30186326	-	55352	COPRS	145	4.10582626E-1	DAVIES_SUCCESS
chr17	30190189	30228729	-	55813	UTP6	205	5.29757769E-1	DAVIES_SUCCESS
chr17	30264043	30328057	+	23512	SUZ12	272	6.99789172E-1	DAVIES_SUCCESS
chr17	30335036	30380519	+	114659	LRRC37B	226	6.37656836E-1	DAVIES_SUCCESS
chr17	30367354	30369851	+	6458	SH3GL1P1	119	7.17454199E-1	DAVIES_SUCCESS
chr17	30469472	30552746	+	55288	RHOT1	267	2.87201204E-1	DAVIES_SUCCESS
chr17	30477386	30478590	-	503640	ARGFXP2	131	2.61687097E-1	DAVIES_SUCCESS
chr17	30593194	30651680	+	162494	RHBDL3	267	6.09797765E-1	DAVIES_SUCCESS
chr17	30655459	30669228	-	64149	C17orf75	167	7.81000606E-1	DAVIES_SUCCESS
chr17	30677127	30677221	+	693217	MIR632	118	6.6555199E-1	DAVIES_SUCCESS
chr17	30677156	30707975	+	7756	ZNF207	138	6.69672661E-1	DAVIES_SUCCESS
chr17	30771480	30810337	+	5717	PSMD11	123	2.95799973E-1	DAVIES_SUCCESS
chr17	30814104	30818271	+	8851	CDK5R1	115	1.86205198E-1	DAVIES_SUCCESS
chr17	30819627	31203902	-	4642	MYO1D	690	1.39045496E-1	DAVIES_SUCCESS
chr17	31254927	31268667	+	26022	TMEM98	252	4.51293288E-2	DAVIES_SUCCESS
chr17	31318881	31324892	+	124912	SPACA3	298	2.46040506E-1	DAVIES_SUCCESS
chr17	31856805	31860779	-	100506677	AA06	280	4.40144572E-1	DAVIES_SUCCESS
chr17	32582295	32584220	+	6347	CCL2	282	5.92334795E-1	DAVIES_SUCCESS
chr17	32597234	32599261	+	6354	CCL7	257	7.43351113E-1	DAVIES_SUCCESS
chr17	32612686	32615199	+	6356	CCL11	265	6.88775826E-1	DAVIES_SUCCESS
chr17	32646065	32648421	+	6355	CCL8	262	6.47129046E-1	DAVIES_SUCCESS
chr17	32683470	32685629	+	6357	CCL13	313	3.71316471E-1	DAVIES_SUCCESS
chr17	32687398	32690252	-	6346	CCL1	306	3.35631312E-1	DAVIES_SUCCESS
chr17	32901141	32906388	-	400591	C17orf102	246	7.58534807E-1	DAVIES_SUCCESS
chr17	32907767	32966337	+	124842	TMEM132E	398	8.512152E-2	DAVIES_SUCCESS
chr17	33254877	33288528	-	10693	CCT6B	127	5.80932402E-1	DAVIES_SUCCESS
chr17	33288548	33290205	+	91603	ZNF830	92	5.13147117E-1	DAVIES_SUCCESS
chr17	33307516	33332088	+	3980	LIG3	89	4.65844957E-1	DAVIES_SUCCESS
chr17	33336130	33448541	-	100529207	RAD51L3-RFFL	172	9.89698061E-2	DAVIES_SUCCESS
chr17	33426810	33448541	-	5892	RAD51D	111	4.12943115E-2	DAVIES_SUCCESS
chr17	33448630	33457751	+	54752	FNDC8	121	2.74603644E-2	DAVIES_SUCCESS
chr17	33458367	33469322	-	54475	NLE1	145	2.15081847E-2	DAVIES_SUCCESS
chr17	33474835	33516364	+	146862	UNC45B	248	1.96335409E-2	DAVIES_SUCCESS
chr17	33519538	33521412	-	146861	SLC35G3	233	2.43857771E-2	DAVIES_SUCCESS
chr17	33570085	33594761	+	162394	SLFN5	303	1.86820292E-1	DAVIES_SUCCESS
chr17	33677328	33700720	-	91607	SLFN11	298	3.74061314E-1	DAVIES_SUCCESS
chr17	33738080	33760173	-	55106	SLFN12	276	9.39876452E-1	DAVIES_SUCCESS
chr17	33762114	33775856	-	146857	SLFN13	262	9.41738757E-1	DAVIES_SUCCESS
chr17	33801941	33864715	-	100506736	SLFN12L	330	7.38070924E-1	DAVIES_SUCCESS
chr17	33875143	33885110	-	342618	SLFN14	210	5.68146266E-1	DAVIES_SUCCESS
chr17	33900675	33900772	+	692076	SNORD7	212	6.39625915E-1	DAVIES_SUCCESS
chr17	33901813	33905656	-	5193	PEX12	221	6.31756502E-1	DAVIES_SUCCESS
chr17	33914281	34053436	+	163	AP2B1	443	7.62183195E-1	DAVIES_SUCCESS
chr17	34058678	34070540	+	91608	RASL10B	151	8.86620679E-1	DAVIES_SUCCESS
chr17	34071529	34079897	-	246176	GAS2L2	129	8.9845177E-1	DAVIES_SUCCESS
chr17	34083268	34122640	-	79148	MMP28	173	7.3687021E-1	DAVIES_SUCCESS
chr17	34087915	34092098	+	146853	C17orf50	118	8.46796934E-1	DAVIES_SUCCESS
chr17	34136458	34174246	+	8148	TAF15	180	5.05508493E-1	DAVIES_SUCCESS
chr17	34181959	34195895	-	256957	C17orf66	206	4.23265307E-1	DAVIES_SUCCESS
chr17	34198495	34207377	-	6352	CCL5	206	4.2190355E-1	DAVIES_SUCCESS
chr17	34245084	34257780	-	201299	RDM1	277	5.09557215E-1	DAVIES_SUCCESS
chr17	34261522	34270703	-	57151	LYZL6	270	5.05954559E-1	DAVIES_SUCCESS
chr17	34303534	34308523	-	6360	CCL16	272	6.39970796E-1	DAVIES_SUCCESS
chr17	34310691	34329084	-	348249	CCL15-CCL14	301	7.38410046E-1	DAVIES_SUCCESS
chr17	34324617	34329084	-	6359	CCL15	248	7.71684443E-1	DAVIES_SUCCESS
chr17	34340096	34345005	-	6368	CCL23	252	7.85259851E-1	DAVIES_SUCCESS
chr17	34391642	34398841	+	6362	CCL18	283	9.12116093E-1	DAVIES_SUCCESS
chr17	34415602	34417506	-	6348	CCL3	292	7.6226393E-1	DAVIES_SUCCESS
chr17	34431219	34433014	+	6351	CCL4	269	6.89970204E-1	DAVIES_SUCCESS
chr17	34493060	34503988	-	414059	TBC1D3B	88	2.38128944E-1	DAVIES_SUCCESS
chr17	34581084	34808103	-	654341	TBC1D3G	54	1.32249134E-1	DAVIES_SUCCESS
chr17	34745935	34806015	-	729877	TBC1D3H	53	1.40409254E-1	DAVIES_SUCCESS
chr17	34842472	34855154	+	9326	ZNHIT3	89	5.3114949E-2	DAVIES_SUCCESS
chr17	34851598	34891305	-	80179	MYO19	126	6.63530695E-2	DAVIES_SUCCESS
chr17	34890846	34895150	+	284098	PIGW	98	5.02147589E-2	DAVIES_SUCCESS
chr17	34900736	34946276	+	79893	GGNBP2	182	1.28170042E-1	DAVIES_SUCCESS
chr17	34948225	34957233	+	79154	DHRS11	173	2.94847599E-1	DAVIES_SUCCESS
chr17	34958024	34965407	+	79922	MRM1	184	4.03204021E-1	DAVIES_SUCCESS
chr17	35294771	35301915	+	3975	LHX1	189	4.34804803E-1	DAVIES_SUCCESS
chr17	35306174	35414171	+	26574	AATF	257	4.4831141E-1	DAVIES_SUCCESS
chr17	35391041	35391110	+	100422969	MIR2909	102	5.72696561E-1	DAVIES_SUCCESS
chr17	35441926	35766902	-	31	ACACA	519	6.98033199E-1	DAVIES_SUCCESS
chr17	35732984	35749662	+	284099	C17orf78	201	5.7937951E-1	DAVIES_SUCCESS
chr17	35766976	35837226	+	6871	TADA2A	342	3.81654549E-1	DAVIES_SUCCESS
chr17	35849950	35873588	+	11072	DUSP14	223	3.00086742E-1	DAVIES_SUCCESS
chr17	35874899	35969486	-	11276	SYNRG	255	2.16140358E-1	DAVIES_SUCCESS
chr17	35972362	36003493	-	11056	DDX52	135	2.1491575E-1	DAVIES_SUCCESS
chr17	36046433	36105096	-	6928	HNF1B	294	5.00632679E-1	DAVIES_SUCCESS
chr17	36202572	36244363	-	284100	LOC284100	254	6.71670561E-1	DAVIES_SUCCESS
chr17	36283959	36358168	+	729873	TBC1D3	46	9.37866602E-1	DAVIES_SUCCESS
chr17	36344875	36421858	-	440434	LOC440434	85	4.43739429E-1	DAVIES_SUCCESS
chr17	36452988	36479101	+	84311	MRPL45	160	6.06151292E-1	DAVIES_SUCCESS
chr17	36481492	36499693	-	440435	GPR179	173	5.78946946E-1	DAVIES_SUCCESS
chr17	36508006	36561846	+	30837	SOCS7	287	4.38790397E-1	DAVIES_SUCCESS
